backdrop_path,title,original_language,original_title,overview,poster_path,media_type,genres,popularity,release_date,vote_average,vote_count,streaming_services
https://image.tmdb.org/t/p/w1280/zzoFeH4PsV5Mh2Sc47JOMFwGYOX.jpg,Enola Holmes 2,en,Enola Holmes 2,"Now a detective-for-hire like her infamous brother, Enola Holmes takes on her first official case to find a missing girl, as the sparks of a dangerous conspiracy ignite a mystery that requires the help of friends — and Sherlock himself — to unravel.",https://image.tmdb.org/t/p/w1280/tegBpjM5ODoYoM1NjaiHVLEA0QM.jpg,movie,"['Mystery', 'Adventure', 'Crime']",2273.762,2022-11-04,7.77,633,"['Hulu', 'Disney+']"
https://image.tmdb.org/t/p/w1280/8sMmAmN2x7mBiNKEX2o0aOTozEB.jpg,Black Panther: Wakanda Forever,en,Black Panther: Wakanda Forever,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death. As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",https://image.tmdb.org/t/p/w1280/sv1xJUazXeYqALzczSZ3O6nkH75.jpg,movie,"['Action', 'Adventure', 'Science Fiction']",2344.273,2022-11-09,7.523,261,['Disney+']
https://image.tmdb.org/t/p/w1280/mqsPyyeDCBAghXyjbw4TfEYwljw.jpg,All Quiet on the Western Front,de,Im Westen nichts Neues,"Paul Baumer and his friends Albert and Muller, egged on by romantic dreams of heroism, voluntarily enlist in the German army. Full of excitement and patriotic fervour, the boys enthusiastically march into a war they believe in. But once on the Western Front, they discover the soul-destroying horror of World War I.",https://image.tmdb.org/t/p/w1280/hYqOjJ7Gh1fbqXrxlIao1g8ZehF.jpg,movie,"['War', 'Drama', 'Action']",2340.74,2022-10-07,7.859,668,"['Hulu', 'Prime Video', 'Disney+']"
https://image.tmdb.org/t/p/w1280/bQXAqRx2Fgc46uCVWgoPz5L5Dtr.jpg,Black Adam,en,Black Adam,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",https://image.tmdb.org/t/p/w1280/3zXceNTtyj5FLjwQXuPvLYK5YYL.jpg,movie,"['Action', 'Fantasy', 'Science Fiction']",3157.143,2022-10-19,6.9,1019,['Prime Video']
https://image.tmdb.org/t/p/w1280/AaV1YIdWKnjAIAOe8UUKBFm327v.jpg,Top Gun: Maverick,en,Top Gun: Maverick,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",https://image.tmdb.org/t/p/w1280/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,movie,"['Action', 'Drama']",1220.823,2022-05-24,8.343,4669,"['Apple TV+', 'Hulu', 'Prime Video', 'Disney+']"
https://image.tmdb.org/t/p/w1280/cn9GQzCaeYylEV2hymVR8bskRMJ.jpg,See How They Run,en,See How They Run,"In the West End of 1950s London, plans for a movie version of a smash-hit play come to an abrupt halt after a pivotal member of the crew is murdered. When world-weary Inspector Stoppard and eager rookie Constable Stalker take on the case, the two find themselves thrown into a puzzling whodunit within the glamorously sordid theater underground, investigating the mysterious homicide at their own peril.",https://image.tmdb.org/t/p/w1280/r3rpSAi2yukZwr9H2km0WKGODWo.jpg,movie,"['Mystery', 'Thriller', 'Comedy']",250.94,2022-09-09,6.655,261,"['HBO Max', 'Prime Video', 'Netflix', 'Hulu']"
https://image.tmdb.org/t/p/w1280/2SEGjVLy7fYbovIyDR7IntH1jT2.jpg,Barbarian,en,Barbarian,"In town for a job interview, a young woman arrives at her Airbnb late at night only to find that it has been mistakenly double-booked and a strange man is already staying there. Against her better judgement, she decides to stay the night anyway, but soon discovers that there is much more to be afraid of in the house than the other guest.",https://image.tmdb.org/t/p/w1280/idT5mnqPcJgSkvpDX7pJffBzdVH.jpg,movie,"['Horror', 'Mystery', 'Thriller']",423.554,2022-09-08,6.985,642,"['Hulu', 'Disney+']"
https://image.tmdb.org/t/p/w1280/lInZWt4JQXZw3VzGvTM2I56L7gB.jpg,Causeway,en,Causeway,"A US soldier suffers a traumatic brain injury while fighting in Afghanistan and struggles to adjust to life back home in New Orleans. When she meets local mechanic James, the pair begin to forge an unexpected bond.",https://image.tmdb.org/t/p/w1280/bUzKIqFIS05Ss31zRTfZfHJIgDP.jpg,movie,['Drama'],385.738,2022-10-28,6.959,73,['Disney+']
https://image.tmdb.org/t/p/w1280/olPXihyFeeNvnaD6IOBltgIV1FU.jpg,Smile,en,Smile,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain. As an overwhelming terror begins taking over her life, Rose must confront her troubling past in order to survive and escape her horrifying new reality.",https://image.tmdb.org/t/p/w1280/aPqcQwu4VGEewPhagWNncDbJ9Xp.jpg,movie,"['Horror', 'Mystery', 'Thriller']",635.835,2022-09-23,6.748,475,"['Netflix', 'Hulu', 'Prime Video', 'HBO Max']"
https://image.tmdb.org/t/p/w1280/7zQJYV02yehWrQN6NjKsBorqUUS.jpg,The Woman King,en,The Woman King,"The story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen, and General Nanisca as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life.",https://image.tmdb.org/t/p/w1280/438QXt1E3WJWb3PqNniK0tAE5c1.jpg,movie,"['Action', 'Drama', 'History']",230.488,2022-09-15,7.383,264,"['Hulu', 'Netflix', 'HBO Max']"
https://image.tmdb.org/t/p/w1280/zt6sKnx9dEiRCb7oVMlfmmMGJMO.jpg,Bullet Train,en,Bullet Train,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.",https://image.tmdb.org/t/p/w1280/tVxDe01Zy3kZqaZRNiXFGDICdZk.jpg,movie,"['Action', 'Comedy', 'Thriller']",887.138,2022-07-03,7.513,2266,"['Disney+', 'Apple TV+', 'Prime Video']"
https://image.tmdb.org/t/p/w1280/ulyR4pWVMRtVcanoassVbmgfEPT.jpg,Ticket to Paradise,en,Ticket to Paradise,A divorced couple teams up and travels to Bali to stop their daughter from making the same mistake they think they made 25 years ago.,https://image.tmdb.org/t/p/w1280/1tzERH50P5c2mFWtLbgixzLZS1L.jpg,movie,"['Romance', 'Comedy']",367.408,2022-09-08,6.989,264,"['Disney+', 'Prime Video', 'Apple TV+', 'HBO Max']"
https://image.tmdb.org/t/p/w1280/4O9kFXsBjlxtgzXWHfgMS9CjhbN.jpg,Don't Worry Darling,en,Don't Worry Darling,"Alice and Jack are lucky to be living in the idealized community of Victory, the experimental company town housing the men who work for the top-secret Victory Project and their families. But when cracks in their idyllic life begin to appear, exposing flashes of something much more sinister lurking beneath the attractive façade, Alice can’t help questioning exactly what they’re doing in Victory, and why.",https://image.tmdb.org/t/p/w1280/9BXYLjXtSipBp2GfAlsri4i8hPC.jpg,movie,"['Thriller', 'Mystery', 'Science Fiction']",512.647,2022-09-21,6.933,830,"['Hulu', 'Prime Video', 'Apple TV+', 'Netflix']"
https://image.tmdb.org/t/p/w1280/8S9kd6n2d6KpuNfqpTF8aMgYIg0.jpg,My Policeman,en,My Policeman,"In the late 1990s, the arrival of elderly invalid Patrick into Marion and Tom’s home triggers the exploration of seismic events from 40 years previous: the passionate relationship between Tom and Patrick at a time when homosexuality was illegal.",https://image.tmdb.org/t/p/w1280/wdbiMjXd4CxPfCx4r4Jfy8cGec0.jpg,movie,"['Drama', 'Romance']",608.917,2022-10-21,8.167,218,['Netflix']
https://image.tmdb.org/t/p/w1280/rV0xrSgkOQj2EpiG8n16VHHJeg3.jpg,The Good Nurse,en,The Good Nurse,"Suspicious that her colleague is responsible for a series of mysterious patient deaths, a nurse risks her own life to uncover the truth in this gripping thriller based on true events.",https://image.tmdb.org/t/p/w1280/rSq6cq0LCcbro10jbEaPTEb3WmW.jpg,movie,"['Drama', 'Crime', 'Mystery']",262.323,2022-10-19,7.106,434,"['Hulu', 'HBO Max', 'Netflix']"
https://image.tmdb.org/t/p/w1280/kmzppWh7ljL6K9fXW72bPN3gKwu.jpg,R.I.P.D. 2: Rise of the Damned,en,R.I.P.D. 2: Rise of the Damned,"When Sheriff Roy Pulsipher finds himself in the afterlife, he joins a special police force and returns to Earth to save humanity from the undead.",https://image.tmdb.org/t/p/w1280/g4yJTzMtOBUTAR2Qnmj8TYIcFVq.jpg,movie,"['Fantasy', 'Action', 'Comedy', 'Crime']",136.623,2022-11-15,6.609,46,"['Disney+', 'Apple TV+']"
https://image.tmdb.org/t/p/w1280/707thQazLJiYLBhCrZlRoV05NNL.jpg,Lost Bullet 2,fr,Balle perdue 2,"Having cleared his name, genius mechanic Lino has only one goal in mind: getting revenge on the corrupt cops who killed his brother and his mentor.",https://image.tmdb.org/t/p/w1280/uAeZI1JJbLPq7Bu5dziH7emHeu7.jpg,movie,"['Action', 'Drama', 'Thriller']",183.382,2022-11-10,7.952,21,"['Disney+', 'Prime Video', 'HBO Max']"
https://image.tmdb.org/t/p/w1280/y4XBYLldCLuNLVeObTndfAaUrc3.jpg,Overdose,fr,Overdose,"Captain Sara Bellaiche, from Toulouse Judiciary Police branch, is investigating a go-fast linked to the murder of two teenagers, an investigation led by Richard Cross, from the Paris Criminal Brigade. Forced to collaborate in order to find the murderer and stop the bloody go-fast, Sara and Richard are both thrown in a breathless race against the clock on the roads of Spain and France.",https://image.tmdb.org/t/p/w1280/9RvM4wawLRlX608FgZr9kL8CLmy.jpg,movie,"['Action', 'Crime', 'Thriller']",438.339,2022-11-04,6.5,58,['Disney+']
https://image.tmdb.org/t/p/w1280/79PcXPpbDWql74h8Y00mNwbYMbS.jpg,Amsterdam,en,Amsterdam,"In the 1930s, three friends—a doctor, a nurse, and an attorney—witness a murder, become suspects themselves and uncover one of the most outrageous plots in North American history.",https://image.tmdb.org/t/p/w1280/chCrPG0LJeilfJwsWPAfmWiJI2T.jpg,movie,"['Crime', 'Comedy', 'History', 'Mystery', 'Thriller']",66.724,2022-09-27,6.1,229,"['Prime Video', 'Apple TV+', 'Disney+']"
https://image.tmdb.org/t/p/w1280/8hSx5b4YfD2dzvGtrE6mdXF0xrZ.jpg,Weird: The Al Yankovic Story,en,Weird: The Al Yankovic Story,"Exploring every facet of ‘Weird Al’ Yankovic’s life, from his meteoric rise to fame with early hits like ‘Eat It’ and ‘Like a Surgeon’ to his torrid celebrity love affairs and famously depraved lifestyle, this biopic takes audiences on a truly unbelievable journey through Yankovic’s life and career, from gifted child prodigy to the greatest musical legend of all time.",https://image.tmdb.org/t/p/w1280/qcj2z13G0KjaIgc01ifiUKu7W07.jpg,movie,"['Comedy', 'Music', 'Drama']",69.64,2022-09-08,6.679,56,"['Disney+', 'Netflix', 'Prime Video', 'Hulu']"
https://image.tmdb.org/t/p/w1280/aTovumsNlDjof7YVoU5nW2RHaYn.jpg,Halloween Ends,en,Halloween Ends,"Four years after the events of Halloween in 2018, Laurie has decided to liberate herself from fear and rage and embrace life. But when a young man is accused of killing a boy he was babysitting, it ignites a cascade of violence and terror that will force Laurie to finally confront the evil she can’t control, once and for all.",https://image.tmdb.org/t/p/w1280/h1FGQ6FRW6kNx4ACxjCJ18ssW3Y.jpg,movie,"['Horror', 'Thriller']",632.586,2022-10-12,6.532,915,"['HBO Max', 'Prime Video', 'Disney+']"
https://image.tmdb.org/t/p/w1280/jsoz1HlxczSuTx0mDl2h0lxy36l.jpg,Thor: Love and Thunder,en,Thor: Love and Thunder,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",https://image.tmdb.org/t/p/w1280/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,movie,"['Fantasy', 'Action', 'Comedy']",1000.064,2022-07-06,6.724,4593,"['HBO Max', 'Apple TV+']"
https://image.tmdb.org/t/p/w1280/x1VhwiNjr1dD0s5PT2iYvvOh2Op.jpg,Nope,en,Nope,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",https://image.tmdb.org/t/p/w1280/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,movie,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']",348.278,2022-07-20,6.974,1967,"['Apple TV+', 'Hulu', 'Disney+', 'Netflix']"
https://image.tmdb.org/t/p/w1280/y5Z0WesTjvn59jP6yo459eUsbli.jpg,Terrifier 2,en,Terrifier 2,"After being resurrected by a sinister entity, Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",https://image.tmdb.org/t/p/w1280/b6IRp6Pl2Fsq37r9jFhGoLtaqHm.jpg,movie,"['Horror', 'Thriller']",3422.852,2022-10-06,6.986,554,"['Netflix', 'Hulu', 'Apple TV+']"
https://image.tmdb.org/t/p/w1280/14QbnygCuTO0vl7CAFmPf1fgZfV.jpg,Spider-Man: No Way Home,en,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",https://image.tmdb.org/t/p/w1280/uJYYizSuA9Y3DCs0qS4qWvHfZg4.jpg,movie,"['Action', 'Adventure', 'Science Fiction']",768.893,2021-12-15,8.0,15781,['HBO Max']
https://image.tmdb.org/t/p/w1280/ismKv6IsvtANiwjYbPted9xAy3p.jpg,Falling for Christmas,en,Falling for Christmas,"A newly engaged and spoiled hotel heiress finds herself in the care of a handsome, blue-collar lodge owner and his precocious daughter after getting total amnesia in a skiing accident.",https://image.tmdb.org/t/p/w1280/6GkphwL9s6dZb3DoQS9OQ4LcPgY.jpg,movie,"['Romance', 'Comedy']",210.202,2022-11-10,6.941,59,"['HBO Max', 'Hulu', 'Prime Video', 'Apple TV+']"
https://image.tmdb.org/t/p/w1280/aQOWnw3HydsCQZ10O0wvxFOaWc3.jpg,Medieval,en,Medieval,The story of 14th century Czech icon and warlord Jan Zizka who defeated armies of the Teutonic Order and the Holy Roman Empire.,https://image.tmdb.org/t/p/w1280/4njdAkiBdC5LnFApeXSkFQ78GdT.jpg,movie,"['History', 'Action', 'Drama']",161.094,2022-09-08,7.196,79,"['Apple TV+', 'HBO Max', 'Prime Video', 'Hulu']"
https://image.tmdb.org/t/p/w1280/tSxbUnrnWlR5dQvUgqMI7sACmFD.jpg,The School for Good and Evil,en,The School for Good and Evil,Best friends Sophie and Agatha navigate an enchanted school for young heroes and villains — and find themselves on opposing sides of the battle between good and evil.,https://image.tmdb.org/t/p/w1280/6oZeEu1GDILdwezmZ5e2xWISf1C.jpg,movie,"['Fantasy', 'Action', 'Drama']",899.816,2022-10-19,7.318,539,['Hulu']
https://image.tmdb.org/t/p/w1280/cvOHMfZTxIiNI9yyjYgYfCpT48p.jpg,The Takeover,nl,The Takeover,Self-proclaimed ethical hacker Mel Bandison's life is turned upside down when she stops a data breach on a high-tech self-driving bus that also happens to shut down an international criminal network. She then becomes a target and is framed with a deepfake video that “shows” that she murders someone.,https://image.tmdb.org/t/p/w1280/g7rdcofib7HqdlDP1LT7Hmf1f2o.jpg,movie,"['Action', 'Crime', 'Thriller']",1136.138,2022-11-01,5.7,59,['Prime Video']
https://image.tmdb.org/t/p/w1280/5MEr4ndnSRP0y7MxW14PpgdoQ8o.jpg,The Soccer Football Movie,en,The Soccer Football Movie,"When mysterious green slime monsters start popping out of soccer balls, all-star athletes Zlatan Ibrahimović and Megan Rapinoe must team up with their four biggest fans to stop evil scientist ""Weird Al"" Yankovic from stealing their talent.",https://image.tmdb.org/t/p/w1280/sWoYDNPNZs5MtzPbirXV73tIHrA.jpg,movie,"['Animation', 'Comedy', 'Family']",106.385,2022-11-09,7.2,16,"['Hulu', 'Apple TV+', 'Disney+']"
https://image.tmdb.org/t/p/w1280/vTDsdu7RoaMQhvyL6073spQMjQW.jpg,On the Line,en,On the Line,A provocative and edgy radio host must play a dangerous game of cat and mouse with a mysterious caller who's kidnapped his family and is threatening to blow up the whole station.,https://image.tmdb.org/t/p/w1280/a14BbSHvLgzCdbDD6tAL8OBVKL1.jpg,movie,['Thriller'],558.876,2022-10-31,6.601,79,"['Prime Video', 'Disney+', 'Apple TV+', 'HBO Max']"
https://image.tmdb.org/t/p/w1280/oxUG1YVKDXz8GqC57LuhZHLVscf.jpg,Pearl,en,Pearl,"Trapped on her family’s isolated farm, Pearl must tend to her ailing father under the bitter and overbearing watch of her devout mother. Lusting for a glamorous life like she’s seen in the movies, Pearl’s ambitions, temptations and repressions collide.",https://image.tmdb.org/t/p/w1280/qjtefF98mmu8louiPikoLbW99TI.jpg,movie,['Horror'],80.424,2022-09-16,7.086,187,['Netflix']
https://image.tmdb.org/t/p/w1280/pQQggUuDMleFSl2tQYxzTmKIiLU.jpg,Enola Holmes,en,Enola Holmes,"While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord.",https://image.tmdb.org/t/p/w1280/riYInlsq2kf1AWoGm80JQW5dLKp.jpg,movie,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Crime']",338.058,2020-09-23,7.331,4837,['Prime Video']
https://image.tmdb.org/t/p/w1280/apBUC70udhxoLzXo7DqclQ6gcXo.jpg,Wendell & Wild,en,Wendell & Wild,Two demon brothers enlist the aid of Kat Elliot — a tough teen with a load of guilt — to summon them to the Land of the Living. But what Kat demands in return leads to a brilliantly bizarre and comedic adventure like no other.,https://image.tmdb.org/t/p/w1280/5dsX6UAHqkQz1kiV8bs8SvjyVNa.jpg,movie,"['Animation', 'Comedy', 'Fantasy', 'Adventure']",514.948,2022-10-21,6.736,104,"['Hulu', 'HBO Max']"
https://image.tmdb.org/t/p/w1280/198vrF8k7mfQ4FjDJsBmdQcaiyq.jpg,Avatar: The Way of Water,en,Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",https://image.tmdb.org/t/p/w1280/94xxm5701CzOdJdUEdIuwqZaowx.jpg,movie,"['Science Fiction', 'Action', 'Adventure']",600.836,2022-12-14,0.0,0,"['Prime Video', 'Apple TV+', 'Disney+', 'HBO Max']"
https://image.tmdb.org/t/p/w1280/pfAZP7JvTTxqgq7n6A1OYgkAdEW.jpg,Werewolf by Night,en,Werewolf by Night,"On a dark and somber night, a secret cabal of monster hunters emerge from the shadows and gather at the foreboding Bloodstone Temple following the death of their leader. In a strange and macabre memorial to the leader’s life, the attendees are thrust into a mysterious and deadly competition for a powerful relic—a hunt that will ultimately bring them face to face with a dangerous monster.",https://image.tmdb.org/t/p/w1280/jmv7EbqBuEk4V1U7OoSBaxkwawO.jpg,movie,"['Action', 'Fantasy', 'Horror', 'TV Movie']",194.47,2022-09-25,7.128,613,['Disney+']
https://image.tmdb.org/t/p/w1280/oKqsZr4Jq1Y3fPZ0ufgzUs2ToK2.jpg,Run Sweetheart Run,en,Run Sweetheart Run,A woman runs for her life though the streets of Los Angeles after her blind date suddenly turns violent.,https://image.tmdb.org/t/p/w1280/9xf3aiAxjx2H34EwwVFFlOrr0nt.jpg,movie,"['Thriller', 'Horror']",328.86,2020-01-27,6.07,50,"['Prime Video', 'Netflix']"
https://image.tmdb.org/t/p/w1280/b0PlSFdDwbyK0cf5RxwDpaOJQvQ.jpg,The Batman,en,The Batman,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",https://image.tmdb.org/t/p/w1280/74xTEgt7R36Fpooo50r9T25onhq.jpg,movie,"['Crime', 'Mystery', 'Thriller']",472.163,2022-03-01,7.716,6699,"['Prime Video', 'Hulu', 'HBO Max', 'Netflix']"
https://image.tmdb.org/t/p/w1280/gUNRlH66yNDH3NQblYMIwgZXJ2u.jpg,Doctor Strange in the Multiverse of Madness,en,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",https://image.tmdb.org/t/p/w1280/fwBl3J2aEXru6mrr9Xg8O99Iz2K.jpg,movie,"['Fantasy', 'Action', 'Adventure']",622.915,2022-05-04,7.445,6276,"['HBO Max', 'Prime Video', 'Hulu', 'Netflix']"
https://image.tmdb.org/t/p/w1280/tUBN1paMQ1tmVA5Sjy1ZjPWVsiF.jpg,Tad the Lost Explorer and the Emerald Tablet,es,Tadeo Jones 3: La Tabla Esmeralda,"Tad would love for his archeologist colleagues to accept him as one of their own, but he always messes everything up. Tad accidentally destroys a sarcophagus and unleashes an ancient spell endangering the lives of his friends: Mummy, Jeff and Belzoni. With everyone against him and only helped by Sara, he sets off on an adventure that will take him from Mexico to Chicago and from Paris to Egypt, in order to put an end to the curse of the Mummy.",https://image.tmdb.org/t/p/w1280/oVcNuwbbxl3IIvk28Spi6wYYIti.jpg,movie,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",350.895,2022-08-24,7.727,44,"['HBO Max', 'Hulu', 'Apple TV+']"
https://image.tmdb.org/t/p/w1280/7ABsaBkO1jA2psC8Hy4IDhkID4h.jpg,Avatar,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",https://image.tmdb.org/t/p/w1280/jRXYjXNq0Cs2TcJjLkki24MLp7u.jpg,movie,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",607.505,2009-12-15,7.528,26506,"['Netflix', 'Disney+', 'HBO Max', 'Hulu']"
https://image.tmdb.org/t/p/w1280/7R1gR2t4JL6raEOuZvbP3y0yl8r.jpg,Matriarch,en,Matriarch,"Afflicted with a mysterious disease after surviving an overdose, a woman returns to her childhood home to confront her personal demons but instead discovers a real one.",https://image.tmdb.org/t/p/w1280/eyr8okTqsFTUVW3DD1edTMsWc3u.jpg,movie,['Horror'],228.507,2022-10-11,5.257,35,['Disney+']
https://image.tmdb.org/t/p/w1280/vFGDYJZA7NenGR1OaEGz0pKKFEs.jpg,Minions: The Rise of Gru,en,Minions: The Rise of Gru,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",https://image.tmdb.org/t/p/w1280/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,movie,"['Animation', 'Family']",721.859,2022-06-29,7.534,2296,['Prime Video']
https://image.tmdb.org/t/p/w1280/jauI01vUIkPA0xVsamGj0Gs1nNL.jpg,Jurassic World Dominion,en,Jurassic World Dominion,"Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.",https://image.tmdb.org/t/p/w1280/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg,movie,"['Adventure', 'Action', 'Science Fiction']",853.717,2022-06-01,6.996,3814,"['HBO Max', 'Prime Video', 'Apple TV+']"
https://image.tmdb.org/t/p/w1280/cDoOsuq9lOTqeS3Kje2GVUDIiqb.jpg,Emily the Criminal,en,Emily the Criminal,"Emily, who is saddled with student debt and locked out of the job market due to a minor criminal record, gets involved in a credit card scam that pulls her into the criminal underworld of Los Angeles, ultimately leading to deadly consequences.",https://image.tmdb.org/t/p/w1280/iZvzMpREGiqDQ5eYbx8z70qPgst.jpg,movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",229.932,2022-08-12,6.834,154,"['Prime Video', 'Netflix']"
https://image.tmdb.org/t/p/w1280/rBINWYnecAHfpjYiAYaK0jlsXtp.jpg,Brahmāstra Part One: Shiva,hi,ब्रह्मास्त्र पहला भाग: शिवा,"The story of Shiva – a young man on the brink of an epic love, with a girl named Isha. But their world is turned upside down when Shiva learns that he has a mysterious connection to the Brahmāstra... and a great power within him that he doesn’t understand just yet - the power of Fire.",https://image.tmdb.org/t/p/w1280/7rWCfYptl7TU7psCHezn1ZP9GH9.jpg,movie,"['Action', 'Adventure', 'Fantasy']",39.335,2022-09-09,6.509,55,"['Prime Video', 'Netflix']"
https://image.tmdb.org/t/p/w1280/gJESrIalQkXe7bh9ckyQvgCSlhq.jpg,My Father's Dragon,en,My Father's Dragon,"Struggling to cope after a move to the city with his mother, Elmer runs away in search of Wild Island and a young dragon who waits to be rescued. Elmer’s adventures introduce him to ferocious beasts, a mysterious island and the friendship of a lifetime.",https://image.tmdb.org/t/p/w1280/6hgEe1w0An5fKi3ZqIUBwOyIN2y.jpg,movie,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Comedy']",22.117,2022-11-04,6.0,2,['Netflix']
https://image.tmdb.org/t/p/w1280/t3LicFpYHeYpwqm7L5wDpd22hL5.jpg,Harry Potter and the Philosopher's Stone,en,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",https://image.tmdb.org/t/p/w1280/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,movie,"['Adventure', 'Fantasy']",235.668,2001-11-16,7.916,23518,['Hulu']
https://image.tmdb.org/t/p/w1280/wp3vpSWAIjKSEeYb8F5NSZfONqw.jpg,Everything Everywhere All at Once,en,Everything Everywhere All at Once,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",https://image.tmdb.org/t/p/w1280/w3LxiVYdWWRvEVdn5RYq6jIqkb1.jpg,movie,"['Action', 'Adventure', 'Science Fiction']",83.385,2022-03-24,8.13,2207,"['Netflix', 'Hulu']"
https://image.tmdb.org/t/p/w1280/2k9tBql5GYH328Krj66tDT9LtFZ.jpg,Beast,en,Beast,"A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.",https://image.tmdb.org/t/p/w1280/xIGr7UHsKf0URWmyyd5qFMAq4d8.jpg,movie,"['Thriller', 'Adventure', 'Horror']",695.977,2022-08-11,7.041,776,"['Hulu', 'Netflix', 'Prime Video']"
https://image.tmdb.org/t/p/w1280/u6WzMRpTkGzIlfsPNtDfIBfEy9z.jpg,The Stranger,en,The Stranger,"Two strangers strike up a conversation on a long journey. One is a suspect in an unsolved missing person’s case and the other an undercover operative on his trail. Their uneasy friendship becomes the core of this tightly wrought thriller, which is based on the true story of one of the largest investigations and undercover operations in Australia.",https://image.tmdb.org/t/p/w1280/ydbm5Ad1nyZq7eywWsw82Wxdsgg.jpg,movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",803.993,2022-10-06,6.134,101,"['Hulu', 'Netflix', 'HBO Max']"
