backdrop_path,title,original_language,original_title,overview,poster_path,media_type,genre_ids,popularity,release_date,vote_average,vote_count
https://image.tmdb.org/t/p/w1280/u9kLNhE7e6YplzK6OrwQDX5ddU0.jpg,The Good Fight,en,The Good Fight,"Picking up one year after the events of the final broadcast episode of ""The Good Wife"", an enormous financial scam has destroyed the reputation of a young lawyer, Maia Rindell, while simultaneously wiping out her mentor and godmother Diane Lockhart's savings. Forced out of her law firm, now called ""Lockhart, Deckler, Gussman, Lee, Lyman, Gilbert, Lurie, Kagan, Tannebaum & Associates"", they join Lucca Quinn at one of Chicago's preeminent law firms.",https://image.tmdb.org/t/p/w1280/l432nAaRgqCtMTNcI1XPouhWaNX.jpg,tv,[18],85.245,2017-02-19,7.6,207
https://image.tmdb.org/t/p/w1280/d6fvIolrtAjhtqwvbthVWqbMBrL.jpg,Bluelock,ja,ブルーロック,"After a disastrous defeat at the 2018 World Cup, Japan's team struggles to regroup. But what's missing? An absolute Ace Striker, who can guide them to the win. The Japan Football Union is hell-bent on creating a striker who hungers for goals and thirsts for victory, and who can be the decisive instrument in turning around a losing match...and to do so, they've gathered 300 of Japan's best and brightest youth players. Who will emerge to lead the team...and will they be able to out-muscle and out-ego everyone who stands in their way?",https://image.tmdb.org/t/p/w1280/tP16wAT98CLwnQ14iWTMZZwfLBr.jpg,tv,"[16, 10759, 18]",350.504,2022-10-09,8.0,4
https://image.tmdb.org/t/p/w1280/3XjDhPzj7Myr8yzsTO8UB6E2oAu.jpg,La Reina del Sur,es,La Reina del Sur,"After years of blood, sweat and tears, a woman of humble origin ends up becoming a drug trafficking legend, with all that that means...",https://image.tmdb.org/t/p/w1280/uBTlJDdPpRxYTfUnKw4wbuIGSEK.jpg,tv,"[18, 80]",2200.896,2011-02-28,7.8,1377
https://image.tmdb.org/t/p/w1280/yoFgLaM1GCRMouDwYnGydISgFlB.jpg,The Old Man,en,The Old Man,"Dan Chase absconded from the CIA decades ago and now lives off the grid. When an assassin arrives and tries to take Chase out, the old operative learns that to ensure his future he now must reconcile his past.",https://image.tmdb.org/t/p/w1280/euYz4adiSHH0GE3YnTeh3uLfBvL.jpg,tv,"[10759, 18]",51.676,2022-06-16,7.44,126
https://image.tmdb.org/t/p/w1280/vN84JlTvOZvZzxi0D2SJQNFvtjS.jpg,Atlanta,en,Atlanta,Two cousins work through the Atlanta music scene in order to better their lives and the lives of their families.,https://image.tmdb.org/t/p/w1280/8HZyGMnPLVVb00rmrh6A2SbK9NX.jpg,tv,"[35, 18]",62.304,2016-09-06,7.959,485
https://image.tmdb.org/t/p/w1280/uVe8fWCLMqIhgMTI9maIUncfZAP.jpg,Tell Me Lies,en,Tell Me Lies,"When Lucy Albright arrives on the campus of her small college, away from her mother whom she's never forgiven for an act of betrayal in her early teen years, Lucy embraces college life and all it has to offer. But everything changes when she meets Stephen DeMarco, who has a mysterious past of his own. Their addicting entanglement will have consequences they never could have imagined.",https://image.tmdb.org/t/p/w1280/tc5c5X1ZbJx5guaQUo1Xqt24S8z.jpg,tv,[18],24.66,2022-09-07,7.393,28
https://image.tmdb.org/t/p/w1280/6hk7QrIfUlBdFANFgwrCrhKK05l.jpg,Frozen Planet II,en,Frozen Planet II,"Ten years on from the original Frozen Planet, this documentary series takes audiences back to the wildernesses of the Arctic and Antarctica and tells the complete story of the entire frozen quarter of our planet that’s locked in ice and blanketed in snow.",https://image.tmdb.org/t/p/w1280/p3hSdvuPfx7AXgOk7Ut1Spin6FJ.jpg,tv,[99],9.476,2022-09-11,6.571,7
https://image.tmdb.org/t/p/w1280/qSrSg6dZeZy6uJ6SfSKbEAwk3Wo.jpg,Chicago P.D.,en,Chicago P.D.,"A riveting police drama about the men and women of the Chicago Police Department's District 21 who put it all on the line to serve and protect their community. District 21 is made up of two distinctly different groups: the uniformed cops who patrol the beat and go head-to-head with the city's street crimes and the Intelligence Unit that combats the city's major offenses - organized crime, drug trafficking, high profile murders and beyond.",https://image.tmdb.org/t/p/w1280/7gtp4lusk685hdmuEXMbYrmSQoY.jpg,tv,"[80, 18]",233.363,2014-01-08,8.435,1994
https://image.tmdb.org/t/p/w1280/oz5zbMBKCUsb7hsbjdxvK8yagPD.jpg,Dragon Ball Z Kai,ja,ドラゴンボール改「カイ」,"Rejoin Goku and his friends in a series of cosmic battles! Toei has redubbed, recut, and cleaned up the animation of the original 1989 animated series. The show's story arc has been refined to better follow the comic book series on which it is based. The show also features a new opening and ending. In the series, martial artist Goku, and his various friends, battle increasingly powerful enemies to defend the world against evil. Can Earth's defender defeat demons, aliens, and other villains?",https://image.tmdb.org/t/p/w1280/ykl67ghR2ug6KGFH3CQcI01pzQJ.jpg,tv,"[10765, 16, 10759, 35]",57.951,2009-04-05,7.417,665
https://image.tmdb.org/t/p/w1280/lpLDBRl4K2xW6WPVR0TjhqQ1LSD.jpg,Acapulco,en,Acapulco,"Twenty-something Máximo Gallardo's dreams comes true when he gets the job of a lifetime as a cabana boy at the hottest resort in Acapulco. He soon realizes the job is far more complicated than he ever imagined and in order to succeed, he must learn to navigate a demanding clientele, a mercurial mentor, and a complicated home life, without losing his way to shortcuts or temptations.",https://image.tmdb.org/t/p/w1280/gzBkO4zFr75A13GKnjvTeg25pze.jpg,tv,[35],154.723,2021-10-08,7.254,264
